details,title,price,rating_number,average_rating,main_category,categories,store,parent_asin,images,last_category,image_url,brand,color,weight,dimensions,Country of Origin,price_log,price_scaled,category_code,main_category_code,parent_asin_code,country_code,store_code,brand_code,color_code
"{'Brand': 'Ultra Clarity Cables', 'Connector Type': 'RJ45', 'Cable Type': 'Ethernet', 'Compatible Devices': 'Server, Router, Printer', 'Special Feature': 'High Speed', 'Package Dimensions': '9 x 7 x 1 inches; 6.24 Ounces', 'Item model number': 'P2UUC_B12', 'Date First Available': 'February 3, 2021', 'Manufacturer': 'Ultra Clarity Cables'}","Cat6 Ethernet Cable, 12 Feet (2 Pack) LAN, utp Cat 6, RJ45, Network Cord, Patch, Internet Cable - 12 ft - Black",11.99,24207,4.7,Industrial & Scientific,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Cables & Accessories', 'Cables & Interconnects', 'Ethernet Cables', 'Cat 6 Cables']",Ultra Clarity Cables,B07FTSFGXH,"[{'thumb': 'https://m.media-amazon.com/images/I/41K1rwo7GSL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41K1rwo7GSL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/719fJD6+WTL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41c1YJKebpL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41c1YJKebpL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/81bK0sCvTyL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41npDjLUkEL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41npDjLUkEL.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/81RGBLyOeOL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51e3s1oBYRL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51e3s1oBYRL.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/81rMgqGzuIL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51vGhPUPdmL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51vGhPUPdmL.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/81yKQI84nWL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51OXe+Uv0eL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51OXe+Uv0eL.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/81dlhlDpZdL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51CchpLCYtL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51CchpLCYtL.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/81sG7mJgibL._SL1500_.jpg'}]",Cat 6 Cables,https://m.media-amazon.com/images/I/719fJD6+WTL._SL1500_.jpg,Ultra Clarity Cables,unk,unk,9 x 7 x 1 inches; 6.24 Ounces,unk,2.5641798306825083,-0.96695927005747,66,17,4942,13,363,329,69
"{'Product Dimensions': '0.5 x 0.5 x 7.5 inches', 'Item Weight': '0.634 ounces', 'Item model number': 'XP-669', 'Best Sellers Rank': {'Radio Antennas': 331}, 'Is Discontinued By Manufacturer': 'Yes', 'Other display features': 'Wireless', 'Color': 'Black', 'Manufacturer': 'Expert Computer', 'Date First Available': 'October 4, 2012', 'Antenna': 'Radio', 'Brand': 'ExpertPower', 'Maximum Range': '7.5 Inches', 'Item Dimensions LxWxH': '0.5 x 0.5 x 7.5 inches'}",ExpertPower XP-669 7.5-Inch Dual Band SMA-F Antenna (Black),12.25,2936,4.6,Cell Phones & Accessories,"['Electronics', 'Television & Video', 'Accessories', 'Antennas', 'Radio Antennas']",unk,B00RVFCFI2,"[{'thumb': 'https://m.media-amazon.com/images/I/41HhaFBXQ3L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41HhaFBXQ3L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71JkGbnQiYL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41DPdHK8v1L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41DPdHK8v1L._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/81afyjdzKEL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21o8rqo4TpL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/21o8rqo4TpL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61k+Y2e5GdL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31rp8iO8B1L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31rp8iO8B1L._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/71GUoDKSL-L._AC_SL1500_.jpg'}]",Radio Antennas,https://m.media-amazon.com/images/I/71JkGbnQiYL._AC_SL1500_.jpg,unk,Black,0.634 ounces,unk,unk,2.583997552432231,-0.9457404769747533,227,11,3060,13,418,372,4
"{'Wireless Type': '802.11b', 'Brand': 'Ubiquiti Networks', 'Series': 'USG', 'Item model number': 'USG', 'Hardware Platform': 'CONSUMER_ELECTRONICS', 'Item Weight': '12.3 ounces', 'Product Dimensions': '5.31 x 5.31 x 1.11 inches', 'Item Dimensions  LxWxH': '5.31 x 5.31 x 1.11 inches', 'Color': 'White', 'Voltage': '240 Volts', 'Manufacturer': 'Ubiquiti', 'Language': 'English, English, English, English, English', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'July 16, 2014', 'Best Sellers Rank': {'Computers & Accessories': 2391, 'Computer Routers': 165}, 'Special Feature': 'WPS', 'Frequency Band Class': 'Single-Band', 'Compatible Devices': 'Personal Computer', 'Frequency': '5 GHz', 'Recommended Uses For Product': 'Gaming, Home, Business', 'Included Components': 'Part', 'Connectivity Technology': 'Wi-Fi Ready'}",Ubiquiti Unifi Security Gateway (USG),26.99,5551,4.5,Computers,"['Electronics', 'Computers & Accessories', 'Networking Products', 'Routers']",Ubiquiti Networks,B07ZFKHTCV,"[{'thumb': 'https://m.media-amazon.com/images/I/31GqQAHkXPL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31GqQAHkXPL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/51jtVm2JL+L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/11e55UHr+rL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/11e55UHr+rL._AC_.jpg', 'variant': 'FRNT', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/21Js9HtIWjL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21Js9HtIWjL._AC_.jpg', 'variant': 'SIDE', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/31TP+1imaEL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31TP+1imaEL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/51XIe4kUBDL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31kugGHFwwL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31kugGHFwwL._AC_.jpg', 'variant': 'PT02', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/21h-hqWw7+L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21h-hqWw7+L._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/41iaXiOA4nL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31DZpSJmFpL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31DZpSJmFpL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/51+ozitPesL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31SgO+5n5PL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31SgO+5n5PL._AC_.jpg', 'variant': 'PT05', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/21sVYVCYmsL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21sVYVCYmsL._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/41SkbB+gMaL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21prlaMC5eL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21prlaMC5eL._AC_.jpg', 'variant': 'PT07', 'hi_res': 'https://m.media-amazon.com/images/I/41IolvoSVmL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21a-UB0Uh8L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21a-UB0Uh8L._AC_.jpg', 'variant': 'BOTT', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/210VFsV1DfL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/210VFsV1DfL._AC_.jpg', 'variant': 'INGR', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/21eN8Yj7uEL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21eN8Yj7uEL._AC_.jpg', 'variant': 'RGHT', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/21NdIEKoY-L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21NdIEKoY-L._AC_.jpg', 'variant': 'TOPP', 'hi_res': None}]",Routers,https://m.media-amazon.com/images/I/51jtVm2JL+L._AC_SL1500_.jpg,Ubiquiti Networks,White,12.3 ounces,unk,unk,3.331847303527362,-0.14501931811244978,238,12,5436,13,362,328,56
"{'Processor': 'core_i7', 'RAM': 'DDR4', 'Memory Speed': '3466 MHz', 'Graphics Card Ram Size': '64000 MB', 'Number of USB 2.0 Ports': '8', 'Brand': 'ASUS', 'Item model number': 'Z170 Pro Gaming/AURA', 'Operating System': 'Windows 10, 64bit Windows 8.1,64bit Windows 7, 32bit/64bit', 'Item Weight': '1.76 pounds', 'Product Dimensions': '12 x 0.1 x 9.6 inches', 'Item Dimensions  LxWxH': '12 x 0.1 x 9.6 inches', 'Computer Memory Type': 'DDR4 SDRAM', 'Manufacturer': 'ASUS Computer International Direct', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'December 20, 2015', 'Best Sellers Rank': {'Computer Motherboards': 2203}, 'CPU Socket': 'LGA 1151', 'Compatible Devices': 'Gaming Console', 'RAM Memory Technology': 'DDR4', 'Compatible Processors': 'Intel Celeron, Intel Pentium', 'Chipset Type': 'Intel Z170', 'Memory Clock Speed': '3466 MHz', 'Platform': 'Not Machine Specific', 'CPU Model': 'Core i7', 'Memory Storage Capacity': '64 GB'}",ASUS RGB LGA1151 DDR4 5-Way Optimization ATX Motherboard (Z170 Pro Gaming/AURA),198.86,1103,4.4,Computers,"['Electronics', 'Computers & Accessories', 'Computer Components', 'Internal Components', 'Motherboards']",ASUS,B07FLXV8TT,"[{'thumb': 'https://m.media-amazon.com/images/I/51cmkZvD7zL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51cmkZvD7zL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91H6DOCoLLL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51HUdQZ6ChL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51HUdQZ6ChL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/A1cBA8GfXKL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51XLlx92WHL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51XLlx92WHL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/81v2sVy1ecL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51PPEq+EwkL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51PPEq+EwkL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/91zFFAelzbL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41n1S78xRAL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41n1S78xRAL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/710AT-0lpaL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51-E-8aryCL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51-E-8aryCL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/91I0a8nZ7OL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51aXO0hwYmL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51aXO0hwYmL._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/91tR+XwVZdL._AC_SL1500_.jpg'}]",Motherboards,https://m.media-amazon.com/images/I/91H6DOCoLLL._AC_SL1500_.jpg,ASUS,unk,1.76 pounds,unk,unk,5.297617121433643,1.9597263000354264,190,12,4930,13,15,13,69
"{'Item Weight': '3.2 ounces', 'Product Dimensions': '4.45 x 2 x 0.75 inches; 3.2 Ounces', 'Country of Origin': 'China', 'Item model number': 'BL-5 12V Battery Eliminator', 'Batteries': '1 12V batteries required.', 'Is Discontinued By Manufacturer': 'No', 'Warranty': '1 year warranty provided only through ""baofeng tech""', 'Weight': '1.6 Ounces', 'Best Sellers Rank': {'Two-Way Radio Batteries': 50}, 'Date First Available': 'June 14, 2014', 'Number of Batteries': '1 12V batteries required.', 'Brand': 'BTECH', 'Recommended Uses For Product': 'Radio', 'Unit Count': '1.0 Count', 'Voltage': '12 Volts', 'Manufacturer': 'BTECH'}","BTECH, BaoFeng BL-5 Battery Eliminator for for BF-F8HP, UV-5X3, and UV-5R Radios",18.49,7003,4.7,Cell Phones & Accessories,"['Electronics', 'Portable Audio & Video', 'CB & Two-Way Radios', 'Accessories', 'Batteries']",BTECH,B0BP3ZSMH5,"[{'thumb': 'https://m.media-amazon.com/images/I/51GQmEsRVnL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51GQmEsRVnL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51Z-3hmhC2L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Z-3hmhC2L._AC_.jpg', 'variant': 'PT01', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41MKuH0CK+L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41MKuH0CK+L._AC_.jpg', 'variant': 'PT02', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41oxn3aaDwL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41oxn3aaDwL._AC_.jpg', 'variant': 'PT03', 'hi_res': None}]",Batteries,,BTECH,unk,3.2 ounces,unk,China,2.9699015135194693,-0.5325539157987508,17,11,6552,1,47,44,69
"{'Brand': 'HP', 'Series': 'H3C52AA', 'Item model number': 'H3C52AA#ABA', 'Operating System': 'Windows 7', 'Item Weight': '15.8 ounces', 'Product Dimensions': '17.32 x 5.94 x 9.45 inches', 'Item Dimensions  LxWxH': '17.32 x 5.94 x 9.45 inches', 'Color': 'Black', 'Manufacturer': 'HP', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'July 28, 2017', 'Best Sellers Rank': {'Computer Keyboards': 1985}, 'Compatible Devices': 'PC', 'Connectivity Technology': 'USB', 'Keyboard Description': 'Flexible', 'Special Feature': 'Spill Proof', 'Number of Keys': '3', 'Style': 'Modern', 'Item Dimensions LxWxH': '17.32 x 5.94 x 9.45 inches'}",HP Wired USB Keyboard K1500 (Black),26.99,2736,4.5,Computers,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Keyboards, Mice & Accessories', 'Keyboards']",HP,B00E4TOWR0,"[{'thumb': 'https://m.media-amazon.com/images/I/31vDia5lOZL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31vDia5lOZL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/51rP3ZNWJjL._AC_SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51VmfBP8ByL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51VmfBP8ByL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61zF3aMmqDL._AC_SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41C6hHFIqSL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41C6hHFIqSL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61Dlpauy6OL._AC_SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41rp4j6606L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41rp4j6606L._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/61qnw9kF2cL._AC_SL1200_.jpg'}]",Keyboards,https://m.media-amazon.com/images/I/51rP3ZNWJjL._AC_SL1200_.jpg,HP,Black,15.8 ounces,unk,unk,3.331847303527362,-0.14501931811244978,162,12,2163,13,146,127,4
"{'Product Dimensions': '8.23 x 3.43 x 3.43 inches', 'Item Weight': '3.4 pounds', 'Item model number': '2185', 'Best Sellers Rank': {'SLR Camera Lenses': 816}, 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'July 29, 2009', 'Manufacturer': 'Nikon', 'Brand': 'Nikon', 'Lens Type': 'Telephoto', 'Compatible Mountings': 'Nikon F', 'Camera Lens Description': '9', 'Maximum Focal Length': '200 Millimeters'}","Nikon 70-200mm f/2.8G ED VR II AF-S Nikkor Zoom Lens For Nikon Digital SLR Cameras (New, White box)",929.0,586,4.4,Camera & Photo,"['Electronics', 'Camera & Photo', 'Lenses', 'Camera Lenses', 'SLR Camera Lenses']",Nikon,B00V8Y6OMK,"[{'thumb': 'https://m.media-amazon.com/images/I/41NWvODCrOL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41NWvODCrOL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/8143ZDWIreL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41DwlfYy3JL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41DwlfYy3JL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/81VtO9zax8L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/419LaQ-kUTL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/419LaQ-kUTL._AC_.jpg', 'variant': 'PT02', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/61721mClk2L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61721mClk2L._AC_.jpg', 'variant': 'PT08', 'hi_res': 'https://m.media-amazon.com/images/I/91MZBtWLZhL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31ch72bMfEL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31ch72bMfEL._AC_.jpg', 'variant': 'PT12', 'hi_res': None}]",SLR Camera Lenses,https://m.media-amazon.com/images/I/8143ZDWIreL._AC_SL1500_.jpg,Nikon,unk,3.4 pounds,unk,unk,6.835184586147301,3.6059965573586554,242,9,3190,13,229,211,69
"{'Brand': 'VAIMEST', 'Series': 'FBA_40110', 'Item model number': 'FBA_40110', 'Item Weight': '0.16 ounces', 'Product Dimensions': '3.25 x 2 x 0.12 inches', 'Item Dimensions  LxWxH': '3.25 x 2 x 0.12 inches', 'Color': 'B', 'Manufacturer': 'VAIMEST', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'December 7, 2011', 'Best Sellers Rank': {'Micro SD Memory Cards': 2069}, 'Compatible Devices': 'Cameras', 'Form Factor': 'Case', 'Special Feature': 'Night Vision, PTZ Technology'}",Outdoor PTZ 2.4G WiFi Security Camera HD 2MP Pan/Tilt 5X Optical Zoom 150ft Night Vision Two-Way Audio IP66 Weatherproof Motion Detection,26.99,631,4.5,Computers,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Memory Cards', 'Micro SD Cards']",unk,B006J73RAI,"[{'thumb': 'https://m.media-amazon.com/images/I/514PXW5FQPL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/514PXW5FQPL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91t6PN25EOL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41A-PS6I5NL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41A-PS6I5NL._AC_.jpg', 'variant': 'PT01', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41-Izm3xgUL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41-Izm3xgUL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/81stN9bs1JL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51PGokEkw+L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51PGokEkw+L._AC_.jpg', 'variant': 'PT03', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51PGokEkw+L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51PGokEkw+L._AC_.jpg', 'variant': 'PT04', 'hi_res': None}]",Micro SD Cards,https://m.media-amazon.com/images/I/91t6PN25EOL._AC_SL1500_.jpg,unk,unk,0.16 ounces,unk,unk,3.331847303527362,-0.14501931811244978,180,12,1302,13,418,372,69
{},"Fire HD 8 Tablet (8"" HD Display, 16 GB) - Black (Previous Generation - 8th)",26.99,93242,4.4,Amazon Devices,[],Amazon,B07F4P3JH7,"[{'thumb': 'https://m.media-amazon.com/images/I/51Vq6Rm0tlL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Vq6Rm0tlL._AC_.jpg', 'variant': 'LEFT', 'hi_res': 'https://m.media-amazon.com/images/I/61j-GMgvGVL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41ckG7TxNSL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41ckG7TxNSL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61l37lxajKL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/61Tv+O+U84L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61Tv+O+U84L._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/71xjaN6DNSL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41GnCsUgUeL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41GnCsUgUeL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/61iRUSORAcL._AC_SL1000_.jpg'}]",unknown,https://m.media-amazon.com/images/I/61j-GMgvGVL._AC_SL1000_.jpg,unk,unk,unk,unk,unk,3.331847303527362,-0.14501931811244978,321,3,4908,13,21,372,69
"{'National Stock Number': '5995-01-578-9628', 'Brand': 'Vantec', 'Series': 'SATA/ IDE To USB 2.0 Adapter', 'Item model number': 'CB-ISATAU2', 'Hardware Platform': 'PC, Mac', 'Operating System': 'All Windows', 'Item Weight': '9.6 ounces', 'Product Dimensions': '2.76 x 1.69 x 0.39 inches', 'Item Dimensions  LxWxH': '2.76 x 1.69 x 0.39 inches', 'Color': 'black', 'Voltage': '110 Volts', 'Manufacturer': 'Vantec', 'Country of Origin': 'China', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'March 20, 2008', 'Best Sellers Rank': {'SATA Cables': 302}, 'Compatible Devices': 'Vantec CB-ISATAU2 SATA/IDE to USB 2.0 Adapter', 'Specific Uses For Product': 'personal', 'Connector Type': 'USB 2.0', 'Connector Gender': 'Male-to-Female'}","Vantec CB-ISATAU2 SATA/IDE to USB 2.0 Adapter Supports 2.5-Inch, 3.5-Inch, 5.25-Inch Hard Disk Drives (Black)",21.32,4400,4.5,All Electronics,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Cables & Accessories', 'Cables & Interconnects', 'SATA Cables']",Vantec,B074VMZ8JB,"[{'thumb': 'https://m.media-amazon.com/images/I/41mJqEr4cwL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41mJqEr4cwL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61A5GuY4hGL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41bglIDQllL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41bglIDQllL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/51p16f1Cq-L._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41lwCvlEFML._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41lwCvlEFML._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/51rB+T1qT-L._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41TfN6YzE-L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41TfN6YzE-L._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/51ptgBaxRBL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41lwCvlEFML._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41lwCvlEFML._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/51rB+T1qT-L._AC_SL1000_.jpg'}]",SATA Cables,https://m.media-amazon.com/images/I/61A5GuY4hGL._AC_SL1000_.jpg,Vantec,black,9.6 ounces,unk,China,3.1054831375131102,-0.3873869555562095,240,2,4536,1,372,337,61
